{'DeviceId': {'Value': 'sensor'}, 'EpochTime': {'Value': '1637418836'}, 'Humidity': {'Value': '29.985046'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#sensor'}, 'Temperature': {'Value': '24.205017'}}

{'DeviceId': {'Value': 'test'}, 'EpochTime': {'Value': '1637419097'}, 'Humidity': {'Value': '58'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#test'}, 'Temperature': {'Value': '39'}}

{'DeviceId': {'Value': 'sensor'}, 'EpochTime': {'Value': '1637476998'}, 'Humidity': {'Value': '33.96473'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#sensor'}, 'Temperature': {'Value': '24.108887'}}

{'DeviceId': {'Value': 'sensor'}, 'EpochTime': {'Value': '1637476998'}, 'Humidity': {'Value': '33.96473'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#sensor'}, 'Temperature': {'Value': '24.108887'}}

{'DeviceId': {'Value': 'test'}, 'EpochTime': {'Value': '1637419097'}, 'Humidity': {'Value': '58'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#test'}, 'Temperature': {'Value': '39'}}

{'DeviceId': {'Value': 'test'}, 'EpochTime': {'Value': '1637419097'}, 'Humidity': {'Value': '58'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#test'}, 'Temperature': {'Value': '39'}}

{'DeviceId': {'Value': 'sensor'}, 'EpochTime': {'Value': '1637476998'}, 'Humidity': {'Value': '33.96473'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#sensor'}, 'Temperature': {'Value': '24.108887'}}

{'DeviceId': {'Value': 'test'}, 'EpochTime': {'Value': '1637419097'}, 'Humidity': {'Value': '58'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#test'}, 'Temperature': {'Value': '39'}}

{'DeviceId': {'Value': 'sensor'}, 'EpochTime': {'Value': '1637476998'}, 'Humidity': {'Value': '33.96473'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#sensor'}, 'Temperature': {'Value': '24.108887'}}

{'DeviceId': {'Value': 'sensor'}, 'EpochTime': {'Value': '1637476998'}, 'Humidity': {'Value': '33.96473'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#sensor'}, 'Temperature': {'Value': '24.108887'}}

{'DeviceId': {'Value': 'test'}, 'EpochTime': {'Value': '1637419097'}, 'Humidity': {'Value': '58'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#test'}, 'Temperature': {'Value': '39'}}

{'DeviceId': {'Value': 'sensor'}, 'EpochTime': {'Value': '1637476998'}, 'Humidity': {'Value': '33.96473'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#sensor'}, 'Temperature': {'Value': '24.108887'}}

{'DeviceId': {'Value': 'test'}, 'EpochTime': {'Value': '1637419097'}, 'Humidity': {'Value': '58'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#test'}, 'Temperature': {'Value': '39'}}

{'DeviceId': {'Value': 'sensor'}, 'EpochTime': {'Value': '1637476998'}, 'Humidity': {'Value': '33.96473'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#sensor'}, 'Temperature': {'Value': '24.108887'}}

{'DeviceId': {'Value': 'test'}, 'EpochTime': {'Value': '1637419097'}, 'Humidity': {'Value': '58'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#test'}, 'Temperature': {'Value': '39'}}

{'DeviceId': {'Value': 'test'}, 'EpochTime': {'Value': '1637419097'}, 'Humidity': {'Value': '58'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#test'}, 'Temperature': {'Value': '39'}}

{'DeviceId': {'Value': 'sensor'}, 'EpochTime': {'Value': '1637476998'}, 'Humidity': {'Value': '33.96473'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#sensor'}, 'Temperature': {'Value': '24.108887'}}

{'DeviceId': {'Value': 'sensor'}, 'EpochTime': {'Value': '1637476998'}, 'Humidity': {'Value': '33.96473'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#sensor'}, 'Temperature': {'Value': '24.108887'}}

{'DeviceId': {'Value': 'test'}, 'EpochTime': {'Value': '1637419097'}, 'Humidity': {'Value': '58'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#test'}, 'Temperature': {'Value': '39'}}

{'DeviceId': {'Value': 'sensor'}, 'EpochTime': {'Value': '1637476998'}, 'Humidity': {'Value': '33.96473'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#sensor'}, 'Temperature': {'Value': '24.108887'}}

{'DeviceId': {'Value': 'test'}, 'EpochTime': {'Value': '1637419097'}, 'Humidity': {'Value': '58'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#test'}, 'Temperature': {'Value': '39'}}

{'DeviceId': {'Value': 'test'}, 'EpochTime': {'Value': '1637419097'}, 'Humidity': {'Value': '58'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#test'}, 'Temperature': {'Value': '39'}}

{'DeviceId': {'Value': 'sensor'}, 'EpochTime': {'Value': '1637476998'}, 'Humidity': {'Value': '33.96473'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#sensor'}, 'Temperature': {'Value': '24.108887'}}

{'DeviceId': {'Value': 'sensor'}, 'EpochTime': {'Value': '1637476998'}, 'Humidity': {'Value': '33.96473'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#sensor'}, 'Temperature': {'Value': '24.108887'}}

{'DeviceId': {'Value': 'test'}, 'EpochTime': {'Value': '1637419097'}, 'Humidity': {'Value': '58'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#test'}, 'Temperature': {'Value': '39'}}

{'DeviceId': {'Value': 'sensor'}, 'EpochTime': {'Value': '1637476998'}, 'Humidity': {'Value': '33.96473'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#sensor'}, 'Temperature': {'Value': '24.108887'}}

{'DeviceId': {'Value': 'test'}, 'EpochTime': {'Value': '1637419097'}, 'Humidity': {'Value': '58'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#test'}, 'Temperature': {'Value': '39'}}

{'DeviceId': {'Value': 'sensor'}, 'EpochTime': {'Value': '1637476998'}, 'Humidity': {'Value': '33.96473'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#sensor'}, 'Temperature': {'Value': '24.108887'}}

{'DeviceId': {'Value': 'test'}, 'EpochTime': {'Value': '1637419097'}, 'Humidity': {'Value': '58'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#test'}, 'Temperature': {'Value': '39'}}

{'DeviceId': {'Value': 'sensor'}, 'EpochTime': {'Value': '1637476998'}, 'Humidity': {'Value': '33.96473'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#sensor'}, 'Temperature': {'Value': '24.108887'}}

{'DeviceId': {'Value': 'test'}, 'EpochTime': {'Value': '1637419097'}, 'Humidity': {'Value': '58'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#test'}, 'Temperature': {'Value': '39'}}

{'DeviceId': {'Value': 'test'}, 'EpochTime': {'Value': '1637419097'}, 'Humidity': {'Value': '58'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#test'}, 'Temperature': {'Value': '39'}}

{'DeviceId': {'Value': 'sensor'}, 'EpochTime': {'Value': '1637476998'}, 'Humidity': {'Value': '33.96473'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#sensor'}, 'Temperature': {'Value': '24.108887'}}

{'DeviceId': {'Value': 'sensor'}, 'EpochTime': {'Value': '1637476998'}, 'Humidity': {'Value': '33.96473'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#sensor'}, 'Temperature': {'Value': '24.108887'}}

{'DeviceId': {'Value': 'test'}, 'EpochTime': {'Value': '1637419097'}, 'Humidity': {'Value': '58'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#test'}, 'Temperature': {'Value': '39'}}

{'DeviceId': {'Value': 'sensor'}, 'EpochTime': {'Value': '1637476998'}, 'Humidity': {'Value': '33.96473'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#sensor'}, 'Temperature': {'Value': '24.108887'}}

{'DeviceId': {'Value': 'test'}, 'EpochTime': {'Value': '1637419097'}, 'Humidity': {'Value': '58'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#test'}, 'Temperature': {'Value': '39'}}

{'DeviceId': {'Value': 'sensor'}, 'EpochTime': {'Value': '1637476998'}, 'Humidity': {'Value': '33.96473'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#sensor'}, 'Temperature': {'Value': '24.108887'}}

{'DeviceId': {'Value': 'test'}, 'EpochTime': {'Value': '1637419097'}, 'Humidity': {'Value': '58'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#test'}, 'Temperature': {'Value': '39'}}

{'DeviceId': {'Value': 'test'}, 'EpochTime': {'Value': '1637419097'}, 'Humidity': {'Value': '58'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#test'}, 'Temperature': {'Value': '39'}}

{'DeviceId': {'Value': 'sensor'}, 'EpochTime': {'Value': '1637476998'}, 'Humidity': {'Value': '33.96473'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#sensor'}, 'Temperature': {'Value': '24.108887'}}

{'DeviceId': {'Value': 'sensor'}, 'EpochTime': {'Value': '1637476998'}, 'Humidity': {'Value': '33.96473'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#sensor'}, 'Temperature': {'Value': '24.108887'}}

{'DeviceId': {'Value': 'test'}, 'EpochTime': {'Value': '1637419097'}, 'Humidity': {'Value': '58'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#test'}, 'Temperature': {'Value': '39'}}

{'DeviceId': {'Value': 'sensor'}, 'EpochTime': {'Value': '1637476998'}, 'Humidity': {'Value': '33.96473'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#sensor'}, 'Temperature': {'Value': '24.108887'}}

{'DeviceId': {'Value': 'test'}, 'EpochTime': {'Value': '1637419097'}, 'Humidity': {'Value': '58'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#test'}, 'Temperature': {'Value': '39'}}

{'DeviceId': {'Value': 'test'}, 'EpochTime': {'Value': '1637419097'}, 'Humidity': {'Value': '58'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#test'}, 'Temperature': {'Value': '39'}}

{'DeviceId': {'Value': 'sensor'}, 'EpochTime': {'Value': '1637476998'}, 'Humidity': {'Value': '33.96473'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#sensor'}, 'Temperature': {'Value': '24.108887'}}

{'DeviceId': {'Value': 'test'}, 'EpochTime': {'Value': '1637419097'}, 'Humidity': {'Value': '58'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#test'}, 'Temperature': {'Value': '39'}}

{'DeviceId': {'Value': 'sensor'}, 'EpochTime': {'Value': '1637476998'}, 'Humidity': {'Value': '33.96473'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#sensor'}, 'Temperature': {'Value': '24.108887'}}

{'DeviceId': {'Value': 'sensor'}, 'EpochTime': {'Value': '1637476998'}, 'Humidity': {'Value': '33.96473'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#sensor'}, 'Temperature': {'Value': '24.108887'}}

{'DeviceId': {'Value': 'test'}, 'EpochTime': {'Value': '1637419097'}, 'Humidity': {'Value': '58'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#test'}, 'Temperature': {'Value': '39'}}

{'DeviceId': {'Value': 'sensor'}, 'EpochTime': {'Value': '1637476998'}, 'Humidity': {'Value': '33.96473'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#sensor'}, 'Temperature': {'Value': '24.108887'}}

{'DeviceId': {'Value': 'test'}, 'EpochTime': {'Value': '1637419097'}, 'Humidity': {'Value': '58'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#test'}, 'Temperature': {'Value': '39'}}

{'DeviceId': {'Value': 'test'}, 'EpochTime': {'Value': '1637419097'}, 'Humidity': {'Value': '58'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#test'}, 'Temperature': {'Value': '39'}}

{'DeviceId': {'Value': 'sensor'}, 'EpochTime': {'Value': '1637476998'}, 'Humidity': {'Value': '33.96473'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#sensor'}, 'Temperature': {'Value': '24.108887'}}

{'DeviceId': {'Value': 'sensor'}, 'EpochTime': {'Value': '1637476998'}, 'Humidity': {'Value': '33.96473'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#sensor'}, 'Temperature': {'Value': '24.108887'}}

{'DeviceId': {'Value': 'test'}, 'EpochTime': {'Value': '1637419097'}, 'Humidity': {'Value': '58'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#test'}, 'Temperature': {'Value': '39'}}

{'DeviceId': {'Value': 'test'}, 'EpochTime': {'Value': '1637419097'}, 'Humidity': {'Value': '58'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#test'}, 'Temperature': {'Value': '39'}}

{'DeviceId': {'Value': 'sensor'}, 'EpochTime': {'Value': '1637476998'}, 'Humidity': {'Value': '33.96473'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#sensor'}, 'Temperature': {'Value': '24.108887'}}

{'DeviceId': {'Value': 'sensor'}, 'EpochTime': {'Value': '1637476998'}, 'Humidity': {'Value': '33.96473'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#sensor'}, 'Temperature': {'Value': '24.108887'}}

{'DeviceId': {'Value': 'test'}, 'EpochTime': {'Value': '1637419097'}, 'Humidity': {'Value': '58'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#test'}, 'Temperature': {'Value': '39'}}

{'DeviceId': {'Value': 'sensor'}, 'EpochTime': {'Value': '1637476998'}, 'Humidity': {'Value': '33.96473'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#sensor'}, 'Temperature': {'Value': '24.108887'}}

{'DeviceId': {'Value': 'test'}, 'EpochTime': {'Value': '1637419097'}, 'Humidity': {'Value': '58'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#test'}, 'Temperature': {'Value': '39'}}

{'DeviceId': {'Value': 'test'}, 'EpochTime': {'Value': '1637419097'}, 'Humidity': {'Value': '58'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#test'}, 'Temperature': {'Value': '39'}}

{'DeviceId': {'Value': 'sensor'}, 'EpochTime': {'Value': '1637476998'}, 'Humidity': {'Value': '33.96473'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#sensor'}, 'Temperature': {'Value': '24.108887'}}

{'DeviceId': {'Value': 'sensor'}, 'EpochTime': {'Value': '1637476998'}, 'Humidity': {'Value': '33.96473'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#sensor'}, 'Temperature': {'Value': '24.108887'}}

{'DeviceId': {'Value': 'test'}, 'EpochTime': {'Value': '1637419097'}, 'Humidity': {'Value': '58'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#test'}, 'Temperature': {'Value': '39'}}

{'DeviceId': {'Value': 'test'}, 'EpochTime': {'Value': '1637419097'}, 'Humidity': {'Value': '58'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#test'}, 'Temperature': {'Value': '39'}}

{'DeviceId': {'Value': 'sensor'}, 'EpochTime': {'Value': '1637476998'}, 'Humidity': {'Value': '33.96473'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#sensor'}, 'Temperature': {'Value': '24.108887'}}

{'DeviceId': {'Value': 'test'}, 'EpochTime': {'Value': '1637419097'}, 'Humidity': {'Value': '58'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#test'}, 'Temperature': {'Value': '39'}}

{'DeviceId': {'Value': 'sensor'}, 'EpochTime': {'Value': '1637476998'}, 'Humidity': {'Value': '33.96473'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#sensor'}, 'Temperature': {'Value': '24.108887'}}

{'DeviceId': {'Value': 'test'}, 'EpochTime': {'Value': '1637419097'}, 'Humidity': {'Value': '58'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#test'}, 'Temperature': {'Value': '39'}}

{'DeviceId': {'Value': 'sensor'}, 'EpochTime': {'Value': '1637476998'}, 'Humidity': {'Value': '33.96473'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#sensor'}, 'Temperature': {'Value': '24.108887'}}

{'DeviceId': {'Value': 'sensor'}, 'EpochTime': {'Value': '1637476998'}, 'Humidity': {'Value': '33.96473'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#sensor'}, 'Temperature': {'Value': '24.108887'}}

{'DeviceId': {'Value': 'test'}, 'EpochTime': {'Value': '1637419097'}, 'Humidity': {'Value': '58'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#test'}, 'Temperature': {'Value': '39'}}

{'DeviceId': {'Value': 'sensor'}, 'EpochTime': {'Value': '1637476998'}, 'Humidity': {'Value': '33.96473'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#sensor'}, 'Temperature': {'Value': '24.108887'}}

{'DeviceId': {'Value': 'test'}, 'EpochTime': {'Value': '1637419097'}, 'Humidity': {'Value': '58'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#test'}, 'Temperature': {'Value': '39'}}

{'DeviceId': {'Value': 'test'}, 'EpochTime': {'Value': '1637419097'}, 'Humidity': {'Value': '58'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#test'}, 'Temperature': {'Value': '39'}}

{'DeviceId': {'Value': 'sensor'}, 'EpochTime': {'Value': '1637476998'}, 'Humidity': {'Value': '33.96473'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#sensor'}, 'Temperature': {'Value': '24.108887'}}

{'DeviceId': {'Value': 'sensor'}, 'EpochTime': {'Value': '1637476998'}, 'Humidity': {'Value': '33.96473'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#sensor'}, 'Temperature': {'Value': '24.108887'}}

{'DeviceId': {'Value': 'test'}, 'EpochTime': {'Value': '1637419097'}, 'Humidity': {'Value': '58'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#test'}, 'Temperature': {'Value': '39'}}

{'DeviceId': {'Value': 'sensor'}, 'EpochTime': {'Value': '1637476998'}, 'Humidity': {'Value': '33.96473'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#sensor'}, 'Temperature': {'Value': '24.108887'}}

{'DeviceId': {'Value': 'test'}, 'EpochTime': {'Value': '1637419097'}, 'Humidity': {'Value': '58'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#test'}, 'Temperature': {'Value': '39'}}

{'DeviceId': {'Value': 'test'}, 'EpochTime': {'Value': '1637419097'}, 'Humidity': {'Value': '58'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#test'}, 'Temperature': {'Value': '39'}}

{'DeviceId': {'Value': 'sensor'}, 'EpochTime': {'Value': '1637476998'}, 'Humidity': {'Value': '33.96473'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#sensor'}, 'Temperature': {'Value': '24.108887'}}

{'DeviceId': {'Value': 'sensor'}, 'EpochTime': {'Value': '1637476998'}, 'Humidity': {'Value': '33.96473'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#sensor'}, 'Temperature': {'Value': '24.108887'}}

{'DeviceId': {'Value': 'test'}, 'EpochTime': {'Value': '1637419097'}, 'Humidity': {'Value': '58'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#test'}, 'Temperature': {'Value': '39'}}

{'DeviceId': {'Value': 'sensor'}, 'EpochTime': {'Value': '1637476998'}, 'Humidity': {'Value': '33.96473'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#sensor'}, 'Temperature': {'Value': '24.108887'}}

{'DeviceId': {'Value': 'test'}, 'EpochTime': {'Value': '1637419097'}, 'Humidity': {'Value': '58'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#test'}, 'Temperature': {'Value': '39'}}

{'DeviceId': {'Value': 'test'}, 'EpochTime': {'Value': '1637419097'}, 'Humidity': {'Value': '58'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#test'}, 'Temperature': {'Value': '39'}}

{'DeviceId': {'Value': 'sensor'}, 'EpochTime': {'Value': '1637476998'}, 'Humidity': {'Value': '33.96473'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#sensor'}, 'Temperature': {'Value': '24.108887'}}

{'DeviceId': {'Value': 'sensor'}, 'EpochTime': {'Value': '1637476998'}, 'Humidity': {'Value': '33.96473'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#sensor'}, 'Temperature': {'Value': '24.108887'}}

{'DeviceId': {'Value': 'test'}, 'EpochTime': {'Value': '1637419097'}, 'Humidity': {'Value': '58'}, 'LocationId': {'Value': '45203'}, 'ProjectId': {'Value': 'sensors'}, 'ProjectId#DeviceId': {'Value': 'sensors#test'}, 'Temperature': {'Value': '39'}}

